iter	Passed	Remaining
154	1749	15182
155	1761	15176
156	1772	15165
157	1783	15147
158	1793	15127
159	1805	15119
160	1816	15109
161	1827	15092
162	1838	15077
163	1848	15059
164	1859	15046
165	1871	15038
166	1882	15025
167	1893	15015
168	1904	15002
169	1916	14989
170	1926	14970
171	1936	14949
172	1946	14931
173	1956	14906
174	1966	14888
175	1976	14864
176	1986	14844
177	1996	14825
178	2005	14803
179	2017	14792
180	2027	14772
181	2037	14754
182	2048	14742
183	2058	14720
184	2068	14704
185	2079	14690
186	2088	14666
187	2098	14645
188	2108	14627
189	2118	14603
190	2128	14585
191	2137	14560
192	2147	14545
193	2159	14536
194	2170	14522
195	2182	14520
196	2194	14517
197	2206	14509
198	2219	14510
199	2232	14508
200	2242	14494
201	2252	14476
202	2264	14465
203	2274	14450
204	2284	14430
205	2294	14413
206	2305	14397
207	2315	14381
208	2325	14367
209	2336	14351
210	2347	14343
211	2359	14333
212	2370	14325
213	2381	14309
214	2392	14296
215	2402	14281
216	2411	14258
217	2422	14245
218	2431	14223
219	2441	14207
220	2452	14193
221	2463	14182
222	2474	14170
223	2485	14160
224	2495	14143
225	2507	14134
226	2518	14124
227	2529	14112
228	2540	14100
229	2551	14090
230	2562	14077
231	2574	14073
232	2585	14059
233	2595	14043
234	2605	14025
235	2616	14012
236	2625	13992
237	2637	13986
238	2650	13981
239	2662	13977
240	2674	13970
241	2686	13966
242	2699	13966
243	2710	13953
244	2722	13945
245	2733	13931
246	2742	13913
247	2753	13898
248	2763	13885
249	2774	13872
250	2784	13856
251	2793	13836
252	2803	13819
253	2814	13806
254	2825	13795
255	2837	13786
256	2850	13784
257	2860	13769
258	2870	13752
259	2881	13742
260	2891	13726
261	2901	13709
262	2912	13697
263	2922	13680
264	2931	13662
265	2941	13646
266	2953	13637
267	2962	13620
268	2972	13602
269	2982	13585
270	2993	13576
271	3004	13563
272	3015	13553
273	3026	13540
274	3035	13522
275	3046	13510
276	3057	13498
277	3066	13478
278	3076	13465
279	3087	13451
280	3097	13438
281	3109	13430
282	3121	13425
283	3134	13419
284	3146	13413
285	3158	13406
286	3170	13398
287	3180	13382
288	3191	13372
289	3201	13359
290	3211	13341
291	3222	13330
292	3232	13314
293	3241	13298
294	3252	13283
295	3261	13265
296	3270	13249
297	3280	13233
298	3290	13215
299	3300	13201
300	3310	13188
301	3322	13178
302	3332	13166
303	3344	13156
304	3355	13146
305	3366	13135
306	3377	13124
307	3388	13113
308	3400	13105
309	3409	13089
310	3421	13081
311	3432	13070
312	3442	13054
313	3453	13044
314	3463	13028
315	3474	13018
316	3485	13007
317	3496	12994
318	3507	12983
319	3518	12975
320	3530	12965
321	3541	12954
322	3552	12946
323	3564	12938
324	3576	12930
325	3588	12924
326	3601	12917
327	3614	12914
328	3626	12907
329	3636	12894
330	3647	12881
331	3657	12868
332	3668	12855
333	3680	12848
334	3691	12837
335	3701	12823
336	3712	12811
337	3721	12795
338	3732	12782
339	3743	12773
340	3753	12757
341	3763	12741
342	3774	12732
343	3784	12716
344	3794	12703
345	3804	12688
346	3815	12679
347	3827	12671
348	3838	12658
349	3847	12640
350	3858	12630
351	3868	12617
352	3879	12605
353	3890	12594
354	3900	12579
355	3910	12565
356	3919	12550
357	3930	12538
358	3940	12525
359	3951	12512
360	3960	12495
361	3971	12484
362	3981	12471
363	3992	12459
364	4003	12450
365	4015	12442
366	4026	12431
367	4038	12423
368	4050	12413
369	4061	12403
370	4073	12396
371	4084	12385
372	4094	12372
373	4105	12360
374	4116	12349
375	4126	12336
376	4137	12325
377	4148	12314
378	4158	12298
379	4168	12285
380	4177	12270
381	4188	12258
382	4198	12245
383	4210	12235
384	4220	12221
385	4229	12207
386	4240	12194
387	4251	12183
388	4261	12171
389	4271	12157
390	4282	12146
391	4293	12135
392	4304	12123
393	4340	12185
394	4363	12206
395	4380	12211
396	4397	12217
397	4410	12211
398	4420	12196
399	4429	12181
400	4439	12167
401	4449	12153
402	4459	12139
403	4471	12130
404	4483	12120
405	4495	12114
406	4507	12106
407	4519	12097
408	4533	12093
409	4547	12088
410	4558	12077
411	4568	12063
412	4579	12051
413	4590	12041
414	4600	12027
415	4611	12017
416	4621	12002
417	4631	11988
418	4642	11978
419	4652	11964
420	4663	11951
421	4675	11942
422	4686	11932
423	4697	11921
424	4708	11910
425	4719	11898
426	4729	11884
427	4740	11872
428	4749	11857
429	4759	11844
430	4770	11832
431	4780	11819
432	4791	11807
433	4803	11797
434	4813	11785
435	4823	11771
436	4834	11760
437	4844	11746
438	4854	11733
439	4866	11723
440	4876	11709
441	4886	11696
442	4897	11684
443	4907	11672
444	4919	11662
445	4929	11649
446	4939	11636
447	4952	11629
448	4965	11622
449	4978	11615
450	4990	11608
451	5002	11597
452	5013	11588
453	5024	11575
454	5035	11564
455	5046	11553
456	5055	11538
457	5066	11526
458	5076	11513
459	5086	11500
460	5097	11488
461	5106	11473
462	5116	11460
463	5127	11447
464	5136	11433
465	5147	11421
466	5157	11409
467	5166	11392
468	5177	11381
469	5187	11369
470	5197	11354
471	5207	11342
472	5218	11330
473	5228	11317
474	5239	11305
475	5256	11308
476	5266	11294
477	5277	11283
478	5289	11273
479	5300	11264
480	5311	11252
481	5322	11240
482	5331	11226
483	5342	11214
484	5352	11202
485	5363	11189
486	5372	11176
487	5396	11191
488	5408	11181
489	5419	11171
490	5433	11164
491	5444	11155
492	5456	11144
493	5466	11132
494	5476	11118
495	5487	11106
496	5497	11094
497	5507	11082
498	5519	11071
499	5529	11058
500	5539	11046
501	5550	11035
502	5561	11022
503	5572	11012
504	5584	11003
505	5593	10988
506	5603	10975
507	5614	10963
508	5625	10953
509	5636	10941
510	5647	10931
511	5657	10917
512	5667	10904
513	5677	10891
514	5687	10878
515	5697	10865
516	5707	10852
517	5718	10841
518	5729	10829
519	5739	10816
520	5750	10804
521	5760	10793
522	5772	10783
523	5784	10774
524	5795	10762
525	5805	10749
526	5816	10738
527	5826	10725
528	5837	10715
529	5849	10705
530	5861	10697
531	5874	10688
532	5886	10678
533	5898	10671
534	5911	10663
535	5922	10651
536	5932	10639
537	5944	10629
538	5955	10618
539	5965	10605
540	5976	10594
541	5987	10582
542	5997	10570
543	6008	10559
544	6018	10545
545	6028	10533
546	6038	10520
547	6049	10508
548	6059	10495
549	6069	10482
550	6079	10470
551	6089	10458
552	6098	10443
553	6109	10431
554	6118	10417
555	6128	10405
556	6138	10392
557	6148	10380
558	6160	10370
559	6171	10358
560	6180	10344
561	6191	10333
562	6202	10323
563	6214	10313
564	6224	10301
565	6237	10292
566	6249	10283
567	6262	10275
568	6272	10263
569	6283	10252
570	6293	10239
571	6304	10228
572	6316	10218
573	6327	10208
574	6341	10202
575	6354	10193
576	6367	10186
577	6378	10175
578	6391	10166
579	6402	10154
580	6413	10144
581	6424	10133
582	6435	10122
583	6446	10110
584	6457	10100
585	6469	10090
586	6480	10079
587	6491	10068
588	6502	10057
589	6513	10046
590	6524	10035
591	6533	10021
592	6544	10009
593	6553	9996
594	6564	9984
595	6574	9971
596	6584	9959
597	6595	9948
598	6605	9936
599	6615	9922
600	6625	9911
601	6637	9900
602	6647	9887
603	6656	9874
604	6666	9862
605	6676	9850
606	6687	9837
607	6698	9826
608	6708	9815
609	6718	9801
610	6729	9791
611	6741	9781
612	6753	9772
613	6765	9761
614	6776	9751
615	6788	9742
616	6800	9731
617	6812	9722
618	6823	9712
619	6836	9703
620	6847	9691
621	6856	9679
622	6866	9665
623	6875	9652
624	6886	9641
625	6896	9628
626	6907	9617
627	6917	9605
628	6928	9593
629	6938	9581
630	6949	9570
631	6959	9558
632	6970	9547
633	6982	9537
634	6992	9525
635	7002	9513
636	7012	9500
637	7022	9488
638	7033	9477
639	7043	9465
640	7053	9451
641	7063	9440
642	7074	9428
643	7084	9416
644	7093	9403
645	7104	9391
646	7114	9379
647	7124	9367
648	7135	9356
649	7144	9343
650	7155	9331
651	7165	9319
652	7176	9308
653	7185	9295
654	7196	9283
655	7206	9271
656	7215	9258
657	7226	9246
658	7238	9237
659	7251	9229
660	7264	9220
661	7277	9211
662	7288	9201
663	7301	9192
664	7313	9183
665	7326	9174
666	7337	9163
667	7349	9153
668	7359	9142
669	7370	9130
670	7380	9118
671	7391	9107
672	7402	9096
673	7413	9085
674	7424	9074
675	7434	9062
676	7446	9052
677	7458	9042
678	7471	9033
679	7482	9023
680	7493	9011
681	7502	8998
682	7511	8985
683	7523	8974
684	7533	8962
685	7544	8951
686	7554	8940
687	7563	8927
688	7574	8915
689	7583	8901
690	7593	8890
691	7604	8879
692	7615	8867
693	7625	8856
694	7636	8845
695	7647	8834
696	7658	8822
697	7668	8810
698	7678	8799
699	7689	8788
700	7700	8776
701	7711	8765
702	7724	8756
703	7736	8748
704	7753	8743
705	7766	8734
706	7777	8723
707	7790	8714
708	7801	8703
709	7813	8693
710	7824	8683
711	7835	8671
712	7845	8660
713	7855	8647
714	7866	8636
715	7876	8624
716	7886	8612
717	7897	8601
718	7908	8590
719	7919	8579
720	7930	8568
721	7940	8556
722	7951	8545
723	7963	8535
724	7973	8523
725	7984	8512
726	7994	8500
727	8004	8487
728	8014	8475
729	8025	8464
730	8034	8452
731	8045	8440
732	8055	8428
733	8064	8416
734	8075	8405
735	8085	8393
736	8095	8381
737	8106	8370
738	8115	8357
739	8126	8346
740	8137	8335
741	8148	8324
742	8158	8312
743	8167	8299
744	8178	8288
745	8190	8278
746	8203	8269
747	8216	8260
748	8230	8252
749	8244	8244
750	8257	8235
751	8268	8224
752	8279	8213
753	8289	8201
754	8300	8190
755	8310	8178
756	8321	8167
757	8331	8155
758	8342	8144
759	8353	8133
760	8365	8123
761	8376	8112
762	8388	8102
763	8399	8091
764	8409	8079
765	8420	8068
766	8431	8057
767	8443	8047
768	8455	8037
769	8466	8026
770	8476	8015
771	8488	8004
772	8500	7994
773	8510	7982
774	8521	7971
775	8531	7959
776	8541	7947
777	8552	7936
778	8561	7924
779	8571	7912
780	8582	7900
781	8592	7889
782	8603	7878
783	8614	7867
784	8624	7855
785	8635	7844
786	8647	7833
787	8659	7824
788	8670	7813
789	8684	7804
790	8697	7796
791	8710	7786
792	8721	7775
793	8733	7765
794	8745	7755
795	8756	7744
796	8766	7732
797	8777	7721
798	8787	7709
799	8797	7698
800	8808	7686
801	8817	7674
802	8827	7662
803	8839	7651
804	8850	7641
805	8861	7630
806	8871	7618
807	8882	7607
808	8893	7596
809	8904	7585
810	8914	7573
811	8924	7562
812	8935	7550
813	8945	7538
814	8956	7527
815	8966	7516
816	8976	7504
817	8988	7493
818	8997	7481
819	9008	7470
820	9019	7459
821	9029	7447
822	9040	7436
823	9050	7424
824	9060	7412
825	9071	7401
826	9082	7391
827	9094	7381
828	9106	7371
829	9119	7361
830	9130	7350
831	9143	7341
832	9155	7331
833	9166	7320
834	9176	7308
835	9187	7297
836	9198	7286
837	9209	7275
838	9219	7263
839	9230	7252
840	9240	7240
841	9251	7229
842	9261	7218
843	9271	7206
844	9282	7195
845	9291	7182
846	9302	7172
847	9313	7160
848	9323	7149
849	9335	7139
850	9346	7128
851	9356	7116
852	9366	7104
853	9378	7093
854	9387	7082
855	9398	7070
856	9409	7060
857	9419	7048
858	9430	7037
859	9441	7026
860	9452	7015
861	9463	7004
862	9473	6992
863	9483	6981
864	9494	6969
865	9505	6959
866	9517	6948
867	9528	6937
868	9539	6926
869	9548	6914
870	9559	6903
871	9570	6892
872	9581	6881
873	9595	6872
874	9607	6862
875	9618	6851
876	9630	6841
877	9642	6831
878	9652	6819
879	9662	6808
880	9673	6796
881	9685	6786
882	9697	6775
883	9708	6765
884	9719	6754
885	9729	6742
886	9740	6731
887	9752	6721
888	9764	6710
889	9774	6699
890	9785	6688
891	9795	6676
892	9805	6665
893	9816	6653
894	9826	6642
895	9837	6631
896	9847	6619
897	9857	6607
898	9867	6596
899	9878	6585
900	9889	6574
901	9899	6563
902	9909	6551
903	9919	6539
904	9929	6528
905	9939	6516
906	9950	6505
907	9960	6494
908	9971	6483
909	9981	6471
910	9992	6460
911	10002	6449
912	10013	6437
913	10023	6426
914	10036	6416
915	10048	6406
916	10062	6397
917	10073	6386
918	10085	6376
919	10097	6366
920	10108	6354
921	10117	6342
922	10128	6331
923	10138	6320
924	10150	6309
925	10161	6298
926	10172	6288
927	10183	6276
928	10193	6265
929	10204	6254
930	10214	6242
931	10225	6231
932	10235	6220
933	10245	6208
934	10255	6197
935	10265	6185
936	10276	6174
937	10286	6163
938	10297	6152
939	10307	6140
940	10318	6129
941	10329	6118
942	10341	6108
943	10352	6097
944	10363	6086
945	10375	6076
946	10386	6064
947	10396	6053
948	10407	6042
949	10419	6032
950	10430	6021
951	10440	6010
952	10451	5998
953	10461	5987
954	10473	5976
955	10485	5966
956	10497	5955
957	10510	5946
958	10523	5936
959	10535	5926
960	10547	5915
961	10558	5905
962	10570	5894
963	10581	5883
964	10591	5872
965	10602	5861
966	10612	5849
967	10622	5838
968	10632	5826
969	10643	5815
970	10655	5804
971	10666	5794
972	10675	5782
973	10686	5771
974	10697	5759
975	10707	5748
976	10719	5738
977	10731	5727
978	10741	5716
979	10753	5706
980	10766	5695
981	10775	5683
982	10786	5672
983	10796	5661
984	10806	5649
985	10817	5638
986	10827	5627
987	10837	5616
988	10848	5605
989	10858	5593
990	10869	5582
991	10880	5571
992	10891	5561
993	10902	5549
994	10913	5538
995	10922	5527
996	10934	5516
997	10946	5506
998	10959	5496
999	10970	5485
1000	10983	5475
1001	10996	5465
1002	11008	5454
1003	11019	5443
1004	11030	5432
1005	11041	5422
1006	11053	5411
1007	11063	5399
1008	11073	5388
1009	11084	5377
1010	11095	5366
1011	11108	5356
1012	11119	5345
1013	11130	5334
1014	11141	5323
1015	11152	5312
1016	11164	5302
1017	11174	5290
1018	11185	5279
1019	11195	5268
1020	11205	5257
1021	11215	5245
1022	11225	5234
1023	11236	5223
1024	11246	5211
1025	11256	5200
1026	11267	5189
1027	11277	5178
1028	11288	5166
1029	11298	5155
1030	11309	5144
1031	11320	5133
1032	11332	5123
1033	11343	5112
1034	11353	5100
1035	11365	5090
1036	11376	5079
1037	11388	5068
1038	11399	5057
1039	11410	5047
1040	11424	5037
1041	11437	5027
1042	11450	5017
1043	11462	5006
1044	11473	4995
1045	11486	4985
1046	11497	4974
1047	11507	4963
1048	11517	4951
1049	11528	4940
1050	11538	4929
1051	11550	4918
1052	11561	4907
1053	11571	4896
1054	11582	4885
1055	11593	4874
1056	11603	4863
1057	11614	4852
1058	11626	4841
1059	11637	4830
1060	11649	4820
1061	11660	4809
1062	11669	4797
1063	11680	4786
1064	11691	4775
1065	11701	4764
1066	11712	4753
1067	11723	4742
1068	11733	4730
1069	11744	4719
1070	11754	4708
1071	11764	4696
1072	11774	4685
1073	11784	4674
1074	11795	4663
1075	11806	4652
1076	11816	4641
1077	11827	4629
1078	11837	4618
1079	11847	4607
1080	11858	4596
1081	11869	4585
1082	11879	4574
1083	11892	4563
1084	11904	4553
1085	11917	4543
1086	11929	4532
1087	11941	4521
1088	11952	4511
1089	11963	4500
1090	11974	4488
1091	11984	4477
1092	11994	4466
1093	12004	4455
1094	12014	4443
1095	12025	4432
1096	12035	4421
1097	12045	4410
1098	12056	4399
1099	12066	4387
1100	12077	4376
1101	12088	4365
1102	12099	4354
1103	12109	4343
1104	12121	4332
1105	12132	4322
1106	12142	4310
1107	12153	4299
1108	12162	4288
1109	12172	4276
1110	12183	4266
1111	12194	4255
1112	12205	4243
1113	12215	4232
1114	12225	4221
1115	12236	4210
1116	12245	4198
1117	12256	4187
1118	12267	4176
1119	12279	4166
1120	12289	4154
1121	12300	4144
1122	12311	4133
1123	12322	4122
1124	12334	4111
1125	12346	4100
1126	12358	4090
1127	12370	4079
1128	12383	4069
1129	12395	4058
1130	12407	4047
1131	12416	4036
1132	12427	4025
1133	12437	4014
1134	12447	4002
1135	12457	3991
1136	12468	3980
1137	12479	3969
1138	12506	3963
1139	12519	3953
1140	12534	3943
1141	12549	3934
1142	12564	3924
1143	12578	3914
1144	12591	3904
1145	12607	3894
1146	12618	3883
1147	12629	3872
1148	12640	3861
1149	12650	3850
1150	12661	3839
1151	12672	3828
1152	12682	3816
1153	12692	3805
1154	12703	3794
1155	12712	3783
1156	12722	3771
1157	12732	3760
1158	12742	3748
1159	12752	3737
1160	12762	3726
1161	12773	3715
1162	12782	3704
1163	12793	3693
1164	12806	3682
1165	12817	3671
1166	12830	3661
1167	12842	3650
1168	12855	3640
1169	12867	3629
1170	12878	3618
1171	12888	3607
1172	12898	3595
1173	12908	3584
1174	12918	3573
1175	12927	3561
1176	12937	3550
1177	12946	3538
1178	12957	3527
1179	12967	3516
1180	12978	3505
1181	12988	3494
1182	12998	3483
1183	13009	3472
1184	13019	3460
1185	13030	3449
1186	13040	3438
1187	13050	3427
1188	13061	3416
1189	13071	3405
1190	13083	3394
1191	13094	3383
1192	13105	3372
1193	13117	3361
1194	13127	3350
1195	13137	3339
1196	13147	3328
1197	13158	3317
1198	13169	3305
1199	13180	3295
1200	13190	3284
1201	13200	3272
1202	13210	3261
1203	13222	3250
1204	13233	3239
1205	13245	3228
1206	13257	3218
1207	13270	3207
1208	13283	3197
1209	13295	3186
1210	13308	3176
1211	13321	3165
1212	13333	3154
1213	13344	3143
1214	13356	3132
1215	13366	3121
1216	13378	3111
1217	13390	3100
1218	13401	3089
1219	13411	3077
1220	13421	3066
1221	13431	3055
1222	13442	3044
1223	13453	3033
1224	13463	3022
1225	13473	3011
1226	13484	3000
1227	13494	2988
1228	13504	2977
1229	13515	2966
1230	13525	2955
1231	13536	2944
1232	13547	2933
1233	13557	2922
1234	13567	2911
1235	13577	2900
1236	13588	2889
1237	13599	2878
1238	13609	2866
1239	13620	2855
1240	13631	2844
1241	13640	2833
1242	13651	2822
1243	13660	2811
1244	13670	2799
1245	13681	2788
1246	13690	2777
1247	13701	2766
1248	13712	2755
1249	13723	2744
1250	13735	2733
1251	13749	2723
1252	13761	2712
1253	13773	2701
1254	13785	2691
1255	13796	2680
1256	13807	2669
1257	13817	2658
1258	13828	2647
1259	13838	2635
1260	13849	2624
1261	13860	2613
1262	13870	2602
1263	13880	2591
1264	13892	2580
1265	13902	2569
1266	13913	2558
1267	13925	2547
1268	13934	2536
1269	13945	2525
1270	13957	2514
1271	13966	2503
1272	13977	2492
1273	13986	2481
1274	13996	2470
1275	14008	2459
1276	14018	2447
1277	14028	2436
1278	14040	2426
1279	14051	2415
1280	14062	2404
1281	14072	2393
1282	14084	2382
1283	14096	2371
1284	14108	2360
1285	14119	2349
1286	14129	2338
1287	14139	2327
1288	14150	2316
1289	14160	2305
1290	14170	2294
1291	14179	2282
1292	14191	2271
1293	14203	2261
1294	14215	2250
1295	14227	2239
1296	14240	2228
1297	14253	2218
1298	14265	2207
1299	14276	2196
1300	14288	2185
1301	14299	2174
1302	14309	2163
1303	14319	2152
1304	14331	2141
1305	14342	2130
1306	14352	2119
1307	14363	2108
1308	14374	2097
1309	14385	2086
1310	14395	2075
1311	14406	2064
1312	14418	2053
1313	14429	2042
1314	14438	2031
1315	14449	2020
1316	14460	2009
1317	14471	1998
1318	14481	1987
1319	14491	1976
1320	14502	1965
1321	14515	1954
1322	14526	1943
1323	14537	1932
1324	14549	1921
1325	14561	1910
1326	14573	1899
1327	14583	1888
1328	14594	1877
1329	14604	1866
1330	14616	1855
1331	14626	1844
1332	14636	1833
1333	14647	1822
1334	14658	1811
1335	14670	1800
1336	14681	1789
1337	14695	1779
1338	14707	1768
1339	14720	1757
1340	14732	1746
1341	14744	1735
1342	14754	1724
1343	14764	1713
1344	14774	1702
1345	14785	1691
1346	14794	1680
1347	14804	1669
1348	14814	1658
1349	14825	1647
1350	14835	1636
1351	14845	1625
1352	14857	1614
1353	14867	1603
1354	14878	1592
1355	14888	1581
1356	14899	1570
1357	14909	1558
1358	14920	1548
1359	14932	1537
1360	14942	1526
1361	14954	1515
1362	14964	1504
1363	14975	1493
1364	14985	1482
1365	14995	1471
1366	15005	1459
1367	15016	1448
1368	15027	1437
1369	15037	1426
1370	15046	1415
1371	15057	1404
1372	15070	1393
1373	15081	1383
1374	15092	1372
1375	15102	1361
1376	15113	1349
1377	15124	1339
1378	15136	1328
1379	15149	1317
1380	15161	1306
1381	15173	1295
1382	15186	1284
1383	15198	1273
1384	15208	1262
1385	15219	1251
1386	15231	1240
1387	15242	1229
1388	15252	1218
1389	15263	1207
1390	15275	1196
1391	15285	1185
1392	15296	1174
1393	15308	1164
1394	15317	1152
1395	15329	1142
1396	15339	1130
1397	15349	1119
1398	15360	1108
1399	15370	1097
1400	15381	1086
1401	15392	1075
1402	15403	1064
1403	15413	1053
1404	15424	1042
1405	15434	1031
1406	15445	1020
1407	15456	1009
1408	15467	998
1409	15478	988
1410	15489	977
1411	15501	966
1412	15512	955
1413	15524	944
1414	15534	933
1415	15546	922
1416	15556	911
1417	15567	900
1418	15577	889
1419	15589	878
1420	15601	867
1421	15614	856
1422	15626	845
1423	15637	834
1424	15650	823
1425	15661	812
1426	15671	801
1427	15680	790
1428	15691	779
1429	15703	768
1430	15713	757
1431	15725	746
1432	15735	735
1433	15746	724
1434	15757	713
1435	15768	702
1436	15779	691
1437	15790	680
1438	15800	669
1439	15810	658
1440	15820	647
1441	15831	636
1442	15841	625
1443	15851	614
1444	15862	603
1445	15872	592
1446	15883	581
1447	15894	570
1448	15904	559
1449	15915	548
1450	15925	537
1451	15936	526
1452	15946	515
1453	15956	504
1454	15967	493
1455	15977	482
1456	15987	471
1457	15997	460
1458	16008	449
1459	16019	438
1460	16030	427
1461	16042	416
1462	16055	406
1463	16068	395
1464	16081	384
1465	16094	373
1466	16104	362
1467	16115	351
1468	16125	340
1469	16136	329
1470	16146	318
1471	16157	307
1472	16168	296
1473	16179	285
1474	16191	274
1475	16202	263
1476	16214	252
1477	16225	241
1478	16236	230
1479	16246	219
1480	16258	208
1481	16270	197
1482	16281	186
1483	16292	175
1484	16303	164
1485	16313	153
1486	16323	142
1487	16333	131
1488	16343	120
1489	16354	109
1490	16365	98
1491	16375	87
1492	16386	76
1493	16396	65
1494	16406	54
1495	16417	43
1496	16427	32
1497	16437	21
1498	16448	10
1499	16457	0
