iter	MAE	RMSE
1001	39.16650215	50.97245394
1002	39.15007557	50.9473454
1003	39.13570598	50.9247456
1004	39.11510661	50.89362259
1005	39.09914503	50.87282877
1006	39.07917087	50.85098727
1007	39.05956286	50.82431533
1008	39.04394148	50.8072728
1009	39.02371049	50.77774466
1010	39.01227812	50.76180494
1011	38.99547587	50.73929636
1012	38.98146575	50.7169564
1013	38.96269739	50.69512092
1014	38.95427936	50.68218758
1015	38.94228107	50.66882753
1016	38.91895094	50.63900993
1017	38.89990267	50.61684498
1018	38.87487171	50.58111489
1019	38.86142097	50.56388638
1020	38.84874361	50.54619465
1021	38.82632477	50.51525477
1022	38.80479462	50.48236
1023	38.78924095	50.45933304
1024	38.77767555	50.44437428
1025	38.76760204	50.43255976
1026	38.75078183	50.41034256
1027	38.72672479	50.37307606
1028	38.70756656	50.34624452
1029	38.69275315	50.32682589
1030	38.67559139	50.30203362
1031	38.66207929	50.28445972
1032	38.64847769	50.2670167
1033	38.63235645	50.24756456
1034	38.62024616	50.23372079
1035	38.59689014	50.19976052
1036	38.58233542	50.18057568
1037	38.55958251	50.14637667
1038	38.54586751	50.12768279
1039	38.53233085	50.10631649
1040	38.51265196	50.08003064
1041	38.4997413	50.06168909
1042	38.48298179	50.04040959
1043	38.46470543	50.01687211
1044	38.44713976	49.99221466
1045	38.43223671	49.97638899
1046	38.41620998	49.95443244
1047	38.38947777	49.91832466
1048	38.3822049	49.90766971
1049	38.37365008	49.89499459
1050	38.35584897	49.87011966
1051	38.33820709	49.84254591
1052	38.32491386	49.82520852
1053	38.31302855	49.81007723
1054	38.29961212	49.79162204
1055	38.28598992	49.77491459
1056	38.27511206	49.76124451
1057	38.26218036	49.74424937
1058	38.2434207	49.71492501
1059	38.23310058	49.702337
1060	38.21420884	49.67581917
1061	38.20424512	49.66228902
1062	38.19238638	49.64617455
1063	38.17879423	49.62480503
1064	38.16173799	49.60344647
1065	38.15014221	49.58713859
1066	38.13378556	49.56531979
1067	38.12495985	49.55213522
1068	38.10463587	49.52269167
1069	38.08939298	49.4973405
1070	38.0754824	49.47985559
1071	38.06253245	49.46376127
1072	38.04948621	49.44617334
1073	38.0295068	49.41902939
1074	38.01644716	49.39952895
1075	37.99650643	49.37198949
1076	37.98190308	49.35269513
1077	37.96338339	49.32511795
1078	37.94764003	49.30568731
1079	37.93639451	49.28914367
1080	37.92040019	49.26979214
1081	37.90241627	49.24804118
1082	37.8934658	49.23636869
1083	37.88008319	49.22160778
1084	37.86445044	49.19913216
1085	37.84962255	49.17970345
1086	37.83748999	49.161373
1087	37.82400513	49.1446332
1088	37.81338022	49.13043524
1089	37.80182092	49.11155
1090	37.79020292	49.09544871
1091	37.77533705	49.07633214
1092	37.76425996	49.06449768
1093	37.7516118	49.04650264
1094	37.74105216	49.03191083
1095	37.72434044	49.01007236
1096	37.70815419	48.98653135
1097	37.69490136	48.96978313
1098	37.67815562	48.94733664
1099	37.66935119	48.934371
1100	37.6583456	48.91921972
1101	37.63204641	48.88336962
1102	37.61795924	48.86815225
1103	37.6055931	48.85253658
1104	37.5938627	48.8374656
1105	37.57957492	48.81628606
1106	37.56250948	48.79037341
1107	37.54969294	48.77504737
1108	37.54169984	48.7642245
1109	37.52060395	48.73595147
1110	37.50612575	48.71633147
1111	37.48744077	48.6888106
1112	37.46586682	48.6572392
1113	37.45896627	48.64788914
1114	37.4415203	48.62312142
1115	37.42905638	48.60641793
1116	37.41961624	48.59217451
1117	37.40440169	48.57116711
1118	37.39075967	48.55524476
1119	37.3742743	48.53218881
1120	37.36527544	48.5217141
1121	37.35458056	48.5069415
1122	37.34491337	48.49307295
1123	37.33171851	48.47282179
1124	37.32342806	48.46156518
1125	37.30783423	48.43905794
1126	37.29273782	48.41638577
1127	37.2825523	48.40088731
1128	37.26855035	48.38218291
1129	37.25732982	48.36840664
1130	37.2444379	48.35121782
1131	37.23531633	48.34070628
1132	37.21867382	48.32053354
1133	37.20509375	48.30012293
1134	37.19510232	48.28554989
1135	37.18652506	48.27414881
1136	37.1694868	48.25253463
1137	37.15581643	48.23539936
1138	37.1398609	48.21677702
1139	37.12788949	48.19969456
1140	37.11916596	48.18878159
1141	37.10220234	48.16881945
1142	37.08517157	48.1454111
1143	37.06810067	48.12010588
1144	37.05019138	48.09680609
1145	37.0264865	48.06450933
1146	37.01834005	48.05392228
1147	37.00556778	48.03508437
1148	36.99217856	48.01716159
1149	36.98375954	48.00681122
1150	36.9658965	47.97940967
1151	36.94814739	47.95742646
1152	36.93063943	47.93559124
1153	36.91528105	47.91444903
1154	36.90083792	47.89593778
1155	36.89227093	47.88596853
1156	36.87905908	47.87096428
1157	36.87175609	47.86082697
1158	36.859432	47.84331604
1159	36.84022595	47.81305459
1160	36.82797744	47.79668319
1161	36.81379283	47.77845863
1162	36.80218063	47.76261688
1163	36.78652643	47.73769027
1164	36.76826342	47.712029
1165	36.76125433	47.70189234
1166	36.74647706	47.68026577
1167	36.73280697	47.66160678
1168	36.71879391	47.64211676
1169	36.70974466	47.62889881
1170	36.69730187	47.61415692
1171	36.68233521	47.59573103
1172	36.67236223	47.58203817
1173	36.65274543	47.55437115
1174	36.64011794	47.53697261
1175	36.6335454	47.52798127
1176	36.62571201	47.51902178
1177	36.61759254	47.50687245
1178	36.60666362	47.49117925
1179	36.59215221	47.47055211
1180	36.57997311	47.4577823
1181	36.56848702	47.44348571
1182	36.55828261	47.43097891
1183	36.54039085	47.40653914
1184	36.5286492	47.39144606
1185	36.5168199	47.37601382
1186	36.50363966	47.36018248
1187	36.48848527	47.33908347
1188	36.47843969	47.32391098
1189	36.46644507	47.30945905
1190	36.45306583	47.29443306
1191	36.44603335	47.28419788
1192	36.432968	47.26709257
1193	36.41888941	47.24738898
1194	36.41141293	47.23637106
1195	36.39547162	47.21404536
1196	36.38868713	47.2053726
1197	36.37106425	47.17833411
1198	36.35592773	47.15816836
1199	36.34419851	47.1425838
1200	36.3285366	47.12084533
1201	36.31745001	47.10379165
1202	36.31074531	47.09499255
1203	36.29662118	47.07597368
1204	36.28994503	47.0674458
1205	36.28338496	47.05718569
1206	36.2713183	47.03940473
1207	36.256124	47.01947573
1208	36.24733612	47.00881098
1209	36.23786616	46.99583644
1210	36.22072134	46.9711542
1211	36.20419371	46.94987226
1212	36.19007087	46.9292408
1213	36.17801507	46.91395407
1214	36.15710493	46.88562382
1215	36.14253854	46.86510355
1216	36.12993387	46.84698304
1217	36.11124411	46.824028
1218	36.09576573	46.80376588
1219	36.08507458	46.78862395
1220	36.07529197	46.77519386
1221	36.06455705	46.76158661
1222	36.05396971	46.74830938
1223	36.04577586	46.73667662
1224	36.03323048	46.7197782
1225	36.0226201	46.70636782
1226	36.01292188	46.69302402
1227	36.00525954	46.68358595
1228	35.99413779	46.67139088
1229	35.9806203	46.65452492
1230	35.96570192	46.63362651
1231	35.95113834	46.6116979
1232	35.93687947	46.59316564
1233	35.92947172	46.58235099
1234	35.91648311	46.56481086
1235	35.9035489	46.5450825
1236	35.89530986	46.53468388
1237	35.87825208	46.51525975
1238	35.87066385	46.50624878
1239	35.85901739	46.4892639
1240	35.84691455	46.47346259
1241	35.83746004	46.46260469
1242	35.82271043	46.44218605
1243	35.8137046	46.42988443
1244	35.80292873	46.41679319
1245	35.79382207	46.40374014
1246	35.78515279	46.39285534
1247	35.76879217	46.36774076
1248	35.7509953	46.34450536
1249	35.7386638	46.32862135
1250	35.72529636	46.30869658
1251	35.71606295	46.29626493
1252	35.70488218	46.27957802
1253	35.69252158	46.26317023
1254	35.67786744	46.24328502
1255	35.66659782	46.22705467
1256	35.64934156	46.20098756
1257	35.63660258	46.18432628
1258	35.62045495	46.16472704
1259	35.61030984	46.15000967
1260	35.59695326	46.13192148
1261	35.57675186	46.10465721
1262	35.56213889	46.08501539
1263	35.55251783	46.07415552
1264	35.53838445	46.05655545
1265	35.52548543	46.0387898
1266	35.51222019	46.02148303
1267	35.49904613	46.00434006
1268	35.49095436	45.99384668
1269	35.48115502	45.98002896
1270	35.46917118	45.96260814
1271	35.4589902	45.94959988
1272	35.4486632	45.93495345
1273	35.4421716	45.9256979
1274	35.43262517	45.91386613
1275	35.41761671	45.89275354
1276	35.40454786	45.87498941
1277	35.39215018	45.85731903
1278	35.37235242	45.8323568
1279	35.35903177	45.81398665
1280	35.34441592	45.79298054
1281	35.33298648	45.77600278
1282	35.32005657	45.75910797
1283	35.30664023	45.74007161
1284	35.29931198	45.72942711
1285	35.28901948	45.71513477
1286	35.27624792	45.69836491
1287	35.26769874	45.68733804
1288	35.25326972	45.66811789
1289	35.23765082	45.64752454
1290	35.2278157	45.63457122
1291	35.22018203	45.62480211
1292	35.21205614	45.61422096
1293	35.2004336	45.59982731
1294	35.18478025	45.57930704
1295	35.17836242	45.57147606
1296	35.16896871	45.55841508
1297	35.15769878	45.54312427
1298	35.14973237	45.53148496
1299	35.13788959	45.516455
1300	35.11823806	45.48825083
1301	35.10358494	45.47004364
1302	35.09456506	45.45751116
1303	35.08541168	45.44327411
1304	35.07815229	45.43351026
1305	35.0590494	45.40838917
1306	35.05344185	45.400277
1307	35.04546651	45.38969997
1308	35.03964991	45.38143191
1309	35.0299593	45.36758299
1310	35.02098908	45.35482044
1311	35.00909014	45.33897885
1312	34.99233444	45.3179674
1313	34.97977981	45.29965282
1314	34.96868962	45.28634482
1315	34.95279334	45.26397775
1316	34.94228282	45.24721963
1317	34.93472981	45.23666931
1318	34.9266839	45.22681885
1319	34.91313791	45.20953216
1320	34.89894225	45.18944176
1321	34.8861813	45.1727865
1322	34.87370416	45.15706585
1323	34.85747451	45.13635707
1324	34.84305087	45.11745377
1325	34.83242719	45.10379844
1326	34.81726328	45.08199658
1327	34.80525044	45.06668519
1328	34.79719752	45.05712656
1329	34.78450986	45.04003431
1330	34.77277094	45.02346475
1331	34.76715078	45.01539369
1332	34.7608477	45.00715952
1333	34.74701413	44.98732713
1334	34.73808856	44.97562845
1335	34.72073975	44.95113699
1336	34.71271142	44.94242218
1337	34.69814315	44.92161891
1338	34.68929997	44.90806189
1339	34.67816035	44.89423235
1340	34.66426636	44.8791663
1341	34.6525616	44.86626829
1342	34.64314766	44.85496621
1343	34.63826785	44.84702009
1344	34.63091817	44.83722117
1345	34.61753206	44.81741307
1346	34.61149726	44.80948887
1347	34.60001579	44.79520044
1348	34.58996806	44.7828514
1349	34.57793472	44.7650611
1350	34.56822399	44.74996469
1351	34.55058369	44.72225061
1352	34.53849771	44.70509337
1353	34.53135848	44.6950003
1354	34.51706443	44.67740473
1355	34.5080676	44.66561875
1356	34.4950013	44.64614033
1357	34.48406954	44.63266333
1358	34.46793898	44.6121635
1359	34.45403001	44.59157266
1360	34.44038997	44.57347608
1361	34.42628847	44.55642214
1362	34.41923932	44.54636504
1363	34.40642362	44.52926166
1364	34.39424955	44.51420768
1365	34.3812845	44.49899522
1366	34.37300862	44.48901202
1367	34.36019654	44.47551971
1368	34.35037507	44.46089621
1369	34.34411583	44.45113371
1370	34.33615499	44.44152716
1371	34.32329036	44.4248478
1372	34.3146145	44.41450816
1373	34.30009807	44.39619103
1374	34.28343145	44.3743368
1375	34.27085743	44.35808294
1376	34.26382755	44.34915505
1377	34.25648726	44.34074337
1378	34.24488559	44.32574355
1379	34.23774894	44.31719164
1380	34.23181262	44.30983271
1381	34.21783594	44.29173911
1382	34.20747462	44.27924207
1383	34.19411004	44.25994021
1384	34.18525907	44.24791237
1385	34.17480228	44.23611502
1386	34.16130679	44.21681232
1387	34.15077004	44.20343618
1388	34.13599075	44.18002943
1389	34.12933269	44.17105432
1390	34.11257605	44.14514641
1391	34.10075312	44.12909271
1392	34.09411	44.12074392
1393	34.07712354	44.09697588
1394	34.06776502	44.08590649
1395	34.05558209	44.07018235
1396	34.04231411	44.0535941
1397	34.0294834	44.03439148
1398	34.01511361	44.01481157
1399	34.0050006	44.00051619
1400	33.99415626	43.98525516
1401	33.97655819	43.96002634
1402	33.96235294	43.93983224
1403	33.95332423	43.92862179
1404	33.94350333	43.91644989
1405	33.93428193	43.90570165
1406	33.92518133	43.89315188
1407	33.91690384	43.88169416
1408	33.90574908	43.86430679
1409	33.89580561	43.85025816
1410	33.88560663	43.83417835
1411	33.87616464	43.82092875
1412	33.86198399	43.80018787
1413	33.8501798	43.78314698
1414	33.84242465	43.77374895
1415	33.83173629	43.75865546
1416	33.82308689	43.74760447
1417	33.81095842	43.73178636
1418	33.8021244	43.72038383
1419	33.79022968	43.70648065
1420	33.78147724	43.69722529
1421	33.77131688	43.68551358
1422	33.76372097	43.67672199
1423	33.75832616	43.66832037
1424	33.74998589	43.65660089
1425	33.74606016	43.65000914
1426	33.74148599	43.64375267
1427	33.73016932	43.62977329
1428	33.72100709	43.616571
1429	33.71358401	43.60640885
1430	33.70579925	43.59708257
1431	33.69762484	43.58473562
1432	33.68940732	43.57428687
1433	33.67941599	43.56091824
1434	33.66825932	43.54525423
1435	33.65792922	43.52946727
1436	33.64660658	43.51467174
1437	33.63987945	43.50625844
1438	33.63053507	43.49344392
1439	33.62042704	43.48062031
1440	33.60878386	43.46604155
1441	33.59974314	43.45487093
1442	33.59043951	43.44156043
1443	33.57774624	43.42529604
1444	33.56177488	43.40625827
1445	33.54917708	43.39140112
1446	33.53845831	43.37637355
1447	33.52411044	43.3577555
1448	33.51995783	43.34973845
1449	33.50557922	43.33146709
1450	33.49666988	43.32051739
1451	33.48404881	43.30296578
1452	33.47570298	43.29244006
1453	33.46764772	43.28172135
1454	33.45451999	43.26524691
1455	33.44883549	43.25745925
1456	33.43690107	43.24418924
1457	33.42929857	43.23387335
1458	33.42167999	43.2237206
1459	33.41263606	43.21094288
1460	33.4019494	43.19683887
1461	33.39389414	43.18615437
1462	33.38672876	43.17569108
1463	33.37555633	43.16018645
1464	33.36434499	43.14659405
1465	33.35689888	43.13601439
1466	33.34869173	43.12406569
1467	33.33813314	43.10918583
1468	33.3317178	43.10237439
1469	33.31833218	43.08274645
1470	33.31031787	43.07405935
1471	33.30284308	43.06245312
1472	33.29130384	43.04734595
1473	33.28107397	43.0349155
1474	33.26724351	43.01708631
1475	33.25846476	43.00512271
1476	33.24627413	42.98823975
1477	33.23341482	42.97075471
1478	33.22175607	42.95649023
1479	33.21211502	42.94443778
1480	33.20079774	42.92754593
1481	33.18470347	42.90686958
1482	33.17171717	42.8901291
1483	33.16161098	42.87724106
1484	33.15427306	42.86862752
1485	33.14569923	42.85612479
1486	33.13843047	42.84620263
1487	33.1255345	42.8295347
1488	33.11673367	42.8191376
1489	33.10563985	42.80448069
1490	33.09530812	42.79332857
1491	33.08727509	42.78240372
1492	33.07953033	42.77246852
1493	33.06836078	42.75749792
1494	33.06071218	42.74773976
1495	33.04577477	42.72767305
1496	33.03314083	42.71173511
1497	33.02483323	42.7003088
1498	33.01113436	42.68359359
1499	33.00379495	42.67422127
