iter	MAE	RMSE
252	72.01098691	94.90661593
253	71.84990321	94.67399535
254	71.71143504	94.47475469
255	71.58483149	94.29583473
256	71.50145894	94.18350442
257	71.40213018	94.04947288
258	71.23681867	93.79524753
259	71.09210225	93.59577739
260	70.97732527	93.46758262
261	70.8879958	93.36482464
262	70.78983881	93.24402426
263	70.59717328	92.95823882
264	70.4851707	92.80720718
265	70.36260717	92.63424165
266	70.21445797	92.43543496
267	70.1249342	92.31566586
268	70.0288803	92.19937323
269	69.94287122	92.07199204
270	69.8298957	91.91264344
271	69.70026164	91.73006369
272	69.5153682	91.4452842
273	69.42840747	91.34254338
274	69.33256831	91.23201809
275	69.22179479	91.09414281
276	69.11889117	90.9470703
277	69.03607028	90.83282916
278	68.93464139	90.71849481
279	68.84524432	90.62311184
280	68.77747776	90.52903975
281	68.62355283	90.29170654
282	68.47171982	90.08415653
283	68.389361	89.98164695
284	68.29885888	89.84385229
285	68.21837813	89.74113033
286	68.11126441	89.57084077
287	68.04234733	89.4751852
288	67.92607386	89.31885761
289	67.84566109	89.2018178
290	67.73924811	89.06907941
291	67.63211573	88.90370009
292	67.5482133	88.79836235
293	67.45596529	88.69254883
294	67.37541713	88.59264664
295	67.29873013	88.49185203
296	67.21391763	88.37118731
297	67.13313197	88.26445564
298	67.05639382	88.16343227
299	66.99702823	88.07800509
300	66.87572019	87.91139541
301	66.73533886	87.72236349
302	66.66081958	87.64157469
303	66.55322562	87.48010519
304	66.41346643	87.27669091
305	66.34355778	87.19861091
306	66.25191425	87.07768737
307	66.1555512	86.95364296
308	66.04406648	86.79775816
309	65.98139966	86.72135475
310	65.88141446	86.57773703
311	65.79434161	86.47507253
312	65.7056727	86.35639101
313	65.60833847	86.21810298
314	65.53957863	86.12064151
315	65.44587716	86.01965557
316	65.36683852	85.90694366
317	65.30036943	85.81328633
318	65.22064105	85.71420389
319	65.10882322	85.55297443
320	65.02813191	85.44201774
321	64.90632302	85.2800751
322	64.80570629	85.14123865
323	64.71097799	85.02781679
324	64.65944757	84.95581626
325	64.56157265	84.80515936
326	64.49399165	84.72762701
327	64.40441362	84.59391572
328	64.31283276	84.49556145
329	64.20830143	84.34692271
330	64.14963357	84.26655508
331	64.08166799	84.18861517
332	64.00102026	84.09298428
333	63.92410085	83.9884814
334	63.85782345	83.90416471
335	63.75186999	83.75079744
336	63.64872285	83.61141956
337	63.59912343	83.5402594
338	63.5435421	83.47556507
339	63.41023229	83.29607725
340	63.33960495	83.21237888
341	63.29249421	83.14788671
342	63.18789825	82.99806472
343	63.11309641	82.89655157
344	62.98441414	82.69801283
345	62.89204509	82.59168278
346	62.77921837	82.43183199
347	62.6695615	82.27481667
348	62.56500534	82.14292142
349	62.51009205	82.06993518
350	62.41723121	81.93715825
351	62.34261136	81.84587973
352	62.24652301	81.70799559
353	62.14985609	81.57061352
354	62.07894612	81.47838408
355	62.01491936	81.39310973
356	61.96423948	81.32356193
357	61.88946642	81.2338089
358	61.82635609	81.14563856
359	61.76469657	81.07038928
360	61.70451648	80.98635632
361	61.62716864	80.89820025
362	61.48428517	80.68644004
363	61.40864058	80.59391684
364	61.30863202	80.4517476
365	61.18974893	80.27108375
366	61.11958963	80.17774423
367	61.02064057	80.0546015
368	60.9818239	79.99923788
369	60.92782614	79.94003171
370	60.86126306	79.84852079
371	60.81877615	79.78858082
372	60.77379021	79.72589256
373	60.67821183	79.58696338
374	60.6103651	79.50159877
375	60.5206028	79.39544217
376	60.42800157	79.26938116
377	60.34209187	79.15497873
378	60.2882791	79.0786382
379	60.2233801	79.00943034
380	60.15532216	78.93680973
381	60.03860138	78.76662326
382	59.98745894	78.71060449
383	59.91451073	78.61929597
384	59.83919375	78.50829219
385	59.77741434	78.42647165
386	59.6857087	78.30509181
387	59.59335489	78.16706831
388	59.49667043	78.02705707
389	59.41915093	77.91278234
390	59.34765678	77.82881819
391	59.24833058	77.68454924
392	59.14136058	77.5277325
393	59.08686574	77.46058307
394	59.02810651	77.39140486
395	58.9343124	77.26203261
396	58.78562194	77.04965792
397	58.68647624	76.91049097
398	58.62326376	76.84468807
399	58.58951195	76.79747476
400	58.54082686	76.74522249
401	58.46203047	76.63503426
402	58.42690351	76.58703803
403	58.35629866	76.50411285
404	58.29928436	76.42717463
405	58.200534	76.28232663
406	58.12278747	76.1890784
407	58.05617528	76.11719333
408	57.94720986	75.96684602
409	57.88466501	75.88473395
410	57.84806703	75.83376428
411	57.79977312	75.78521931
412	57.73856748	75.71785867
413	57.65118383	75.59595325
414	57.58317858	75.50759072
415	57.5140661	75.41082211
416	57.46100059	75.33849118
417	57.33903779	75.17280299
418	57.27072681	75.08461749
419	57.23334965	75.03547689
420	57.15973751	74.94091519
421	57.08737637	74.84770387
422	57.02900244	74.77828083
423	56.95479522	74.6755716
424	56.88817893	74.60252936
425	56.78703684	74.4657474
426	56.73337772	74.40445984
427	56.68602108	74.33784834
428	56.64807916	74.28337536
429	56.56874272	74.17412125
430	56.48725928	74.05547448
431	56.40821117	73.94160048
432	56.35524585	73.87186299
433	56.26802387	73.75018415
434	56.19414668	73.64585337
435	56.10272799	73.52401999
436	56.05705081	73.46132201
437	55.9914202	73.3817251
438	55.92982916	73.31093878
439	55.85753836	73.22170606
440	55.79534869	73.14188406
441	55.73245519	73.05144796
442	55.66856063	72.963581
443	55.59170965	72.8534945
444	55.52969351	72.77041387
445	55.46823097	72.70576299
446	55.43356357	72.6602425
447	55.37397838	72.58408817
448	55.2931728	72.46913253
449	55.20586888	72.35057478
450	55.14695358	72.26782209
451	55.10132071	72.2006778
452	55.04169979	72.11924073
453	54.99805381	72.06153513
454	54.93808406	71.98408181
455	54.87296817	71.90945685
456	54.82117764	71.84388783
457	54.7204852	71.70575262
458	54.6723969	71.64766759
459	54.62618957	71.5805915
460	54.57669163	71.52726259
461	54.53258019	71.4708703
462	54.49957709	71.42795758
463	54.40423167	71.29558752
464	54.35683075	71.23432848
465	54.3004554	71.16827587
466	54.2500085	71.09397819
467	54.21465797	71.04685429
468	54.14831677	70.96347345
469	54.0887258	70.87270217
470	54.05259369	70.82593749
471	54.01284696	70.76997588
472	53.96392471	70.70104084
473	53.90610219	70.63244964
474	53.85248488	70.56176136
475	53.79919184	70.49383718
476	53.71086941	70.37712197
477	53.66446225	70.32100176
478	53.60132047	70.23726443
479	53.53722343	70.14499581
480	53.49858878	70.1008992
481	53.45001506	70.03506027
482	53.40663396	69.97930469
483	53.35363571	69.91207504
484	53.29812729	69.8509967
485	53.26321211	69.80477859
486	53.24230645	69.77518379
487	53.17905966	69.68877995
488	53.13379863	69.6343758
489	53.09580363	69.58242466
490	53.04414898	69.50262328
491	53.00089358	69.44609161
492	52.9652288	69.39642618
493	52.92849698	69.35562798
494	52.89219522	69.30702589
495	52.83085874	69.22197606
496	52.7698076	69.1420619
497	52.72952559	69.08498318
498	52.66975206	68.99876026
499	52.6380962	68.95480076
500	52.58462243	68.89974208
501	52.53521661	68.83563784
502	52.47288019	68.74284673
503	52.42265969	68.67970591
504	52.37627682	68.62566251
505	52.35196052	68.59078073
506	52.31783509	68.54437611
507	52.27111808	68.48412631
508	52.22607542	68.42847233
509	52.18886144	68.37374678
510	52.14973724	68.32311998
511	52.09516626	68.24687673
512	52.0553127	68.20621937
513	52.01895729	68.16896868
514	51.97323387	68.10146214
515	51.92926122	68.0459836
516	51.90163638	68.00981622
517	51.86185649	67.96392952
518	51.82825118	67.91702688
519	51.77739974	67.84780329
520	51.73484437	67.80185351
521	51.67387585	67.72706382
522	51.62758695	67.66938858
523	51.58793722	67.61816918
524	51.54067645	67.55532583
525	51.50140289	67.50732239
526	51.45501528	67.4567292
527	51.42032655	67.40588602
528	51.36294359	67.31697033
529	51.31140326	67.23881244
530	51.26426195	67.18274742
531	51.20272893	67.09997571
532	51.16841237	67.06111549
533	51.12409789	67.00066059
534	51.07157646	66.9204727
535	51.04964911	66.89173233
536	51.00558591	66.82988507
537	50.95216403	66.76369757
538	50.90934806	66.71059224
539	50.87448042	66.66364669
540	50.83282759	66.60493232
541	50.77347639	66.52354326
542	50.73590022	66.47710486
543	50.70124146	66.43046272
544	50.64619429	66.35506269
545	50.59924632	66.29184576
546	50.56401015	66.25479071
547	50.51950056	66.19276689
548	50.48208761	66.15690665
549	50.45425994	66.12648961
550	50.4196211	66.07603042
551	50.37871123	66.02230385
552	50.34885671	65.98254306
553	50.30721429	65.93273093
554	50.2845976	65.90285434
555	50.24153918	65.84999829
556	50.21528398	65.81308432
557	50.16239186	65.73565707
558	50.12878919	65.69205566
559	50.10490597	65.66094779
560	50.07485461	65.61971222
561	50.04540339	65.58913285
562	50.00016955	65.53080622
563	49.95146501	65.46856744
564	49.92709456	65.43406665
565	49.90107616	65.40166542
566	49.84634501	65.33019247
567	49.78245704	65.23880159
568	49.75257732	65.20244458
569	49.70397046	65.13338034
570	49.66515576	65.08782334
571	49.62640871	65.03986378
572	49.57589824	64.96734814
573	49.5442821	64.92640848
574	49.49461931	64.86689961
575	49.44142313	64.79434346
576	49.41044637	64.75680297
577	49.37676478	64.71452693
578	49.33683684	64.65936985
579	49.30494466	64.61413768
580	49.26300119	64.56603208
581	49.2318652	64.52717072
582	49.19137874	64.47364812
583	49.15787851	64.4245983
584	49.11532698	64.38021651
585	49.09239424	64.3555987
586	49.06320366	64.31314589
587	49.02574223	64.27194203
588	48.99976376	64.24212827
589	48.96866227	64.20581757
590	48.91958528	64.1404465
591	48.89654549	64.11141242
592	48.8723726	64.08334048
593	48.84882093	64.04903839
594	48.81051869	63.9998152
595	48.77929769	63.95937625
596	48.74735901	63.91767744
597	48.71292235	63.8715433
598	48.67647918	63.8209064
599	48.6540315	63.79023042
600	48.61306081	63.7418358
601	48.5763062	63.69101138
602	48.5482525	63.65458153
603	48.52831423	63.626177
604	48.50946302	63.6008549
605	48.46420149	63.53724226
606	48.41102268	63.46251725
607	48.36123685	63.40220251
608	48.32176188	63.34581374
609	48.29617741	63.30996858
610	48.25879389	63.25915888
611	48.22957265	63.22176193
612	48.20059421	63.18391434
613	48.1596001	63.13492748
614	48.11993397	63.0831071
615	48.09895386	63.05802626
616	48.06568406	63.0155106
617	48.03047213	62.98145247
618	48.00551381	62.95133744
619	47.94884552	62.87668815
620	47.9278865	62.84850161
621	47.90576883	62.81622701
622	47.88069548	62.78453463
623	47.85563932	62.74939517
624	47.82480408	62.70629226
625	47.7997927	62.67468767
626	47.76036495	62.61166417
627	47.72948082	62.56928637
628	47.69146056	62.51518436
629	47.66591103	62.48150554
630	47.62820996	62.43175785
631	47.59592344	62.38352959
632	47.56677517	62.34290924
633	47.52519556	62.28072084
634	47.49339202	62.24182088
635	47.46129726	62.19695707
636	47.4330523	62.16056244
637	47.3947768	62.10463273
638	47.36165818	62.06674838
639	47.31846424	62.01695737
640	47.29572085	61.99070998
641	47.25652385	61.93340715
642	47.22878995	61.89551334
643	47.18532977	61.83653182
644	47.16825214	61.81255127
645	47.14312498	61.7800021
646	47.12229437	61.7512729
647	47.09225285	61.70821004
648	47.06837805	61.67417158
649	47.0389126	61.63913959
650	47.00616924	61.60130847
651	46.96481793	61.54175701
652	46.93858759	61.50762785
653	46.91907617	61.48535186
654	46.88692562	61.45023873
655	46.84898311	61.38867448
656	46.82755385	61.36146199
657	46.79091174	61.32256113
658	46.75193054	61.26557915
659	46.72331495	61.22796991
660	46.6792018	61.17477168
661	46.63564061	61.12125758
662	46.60876441	61.08640302
663	46.56873035	61.02554588
664	46.55320015	61.00263688
665	46.51917135	60.95833165
666	46.49376275	60.92384663
667	46.46237497	60.88012486
668	46.43148882	60.84471126
669	46.40166804	60.81238515
670	46.36308524	60.75749038
671	46.32438489	60.70072159
672	46.29366326	60.65871071
673	46.26872943	60.62953811
674	46.22891528	60.57639874
675	46.20453119	60.54314122
676	46.16826441	60.48890237
677	46.13471764	60.43991989
678	46.1075446	60.4060856
679	46.08087002	60.37497538
680	46.05124513	60.33599054
681	46.03116718	60.31352997
682	46.01137093	60.29056544
683	45.97183222	60.2306398
684	45.94471984	60.19366343
685	45.91807435	60.16532246
686	45.89382527	60.13184822
687	45.87367304	60.10599845
688	45.84975457	60.07283585
689	45.8404298	60.05657474
690	45.80748443	60.00125947
691	45.76234226	59.94297544
692	45.73162511	59.89965489
693	45.70075896	59.85445748
694	45.66601245	59.81323223
695	45.62409511	59.75760198
696	45.60429108	59.73294606
697	45.57564586	59.69536387
698	45.54355334	59.64823492
699	45.49677029	59.58687573
700	45.46874536	59.55694403
701	45.42357882	59.49086569
702	45.3940878	59.4434824
703	45.36996856	59.40965142
704	45.347148	59.38512971
705	45.32931506	59.36261672
706	45.31256366	59.3434953
707	45.2838277	59.30220499
708	45.26733761	59.28350126
709	45.22966607	59.23297222
710	45.19906533	59.18831666
711	45.18069331	59.16466484
712	45.16033984	59.13835975
713	45.13720471	59.10563611
714	45.11061287	59.06960129
715	45.08683026	59.04138218
716	45.05808312	59.00976716
717	45.0387289	58.98344809
718	45.01183415	58.94778909
719	44.98031549	58.89878062
720	44.95886311	58.87033693
721	44.92963989	58.83812409
722	44.89942689	58.79083083
723	44.86429009	58.74906313
724	44.84609916	58.72306646
725	44.82201065	58.69285842
726	44.8020558	58.66889516
727	44.77322553	58.62084144
728	44.75465655	58.596403
729	44.72055816	58.55673108
730	44.69706724	58.52678534
731	44.68298956	58.50808142
732	44.65108585	58.46415319
733	44.63166233	58.43695996
734	44.60123394	58.38955723
735	44.57868451	58.35893047
736	44.55664111	58.33003422
737	44.53037482	58.2993253
738	44.50900358	58.27679454
739	44.48420144	58.24749123
740	44.44721983	58.19279959
741	44.41735309	58.15102616
742	44.39651831	58.12397847
743	44.37636914	58.10234725
744	44.34045903	58.05317018
745	44.3064653	58.00777211
746	44.28112762	57.97326375
747	44.25402887	57.93520035
748	44.23663076	57.91311009
749	44.21235343	57.87959939
750	44.18478321	57.83450636
751	44.17097915	57.8147421
752	44.14215276	57.77150473
753	44.12441509	57.7486989
754	44.10542	57.72863318
755	44.09108279	57.70838685
756	44.06473458	57.67578618
757	44.04623168	57.65549093
758	44.01101038	57.60607513
759	43.97466085	57.55815933
760	43.93997566	57.50838727
761	43.92063653	57.48110881
762	43.88948147	57.43766675
763	43.85889729	57.40238127
764	43.84182757	57.38031713
765	43.82371968	57.35555508
766	43.80422359	57.33120107
767	43.7796295	57.29978545
768	43.73934922	57.24200789
769	43.72052061	57.21671847
770	43.69400787	57.1796641
771	43.67232742	57.15474827
772	43.63849811	57.11097108
773	43.61762101	57.08770482
774	43.59000156	57.04982014
775	43.57275629	57.02496053
776	43.5490522	56.99144154
777	43.52244842	56.95733053
778	43.50721241	56.9367789
779	43.48458957	56.90864054
780	43.46819858	56.8888238
781	43.44053245	56.84303626
782	43.4076754	56.79535166
783	43.38612361	56.7661847
784	43.35893944	56.72987781
785	43.34154529	56.70652687
786	43.30844864	56.66485723
787	43.28146014	56.62656953
788	43.26739818	56.60814527
789	43.24036454	56.56592972
790	43.21792067	56.5311914
791	43.19165112	56.4933313
792	43.16433063	56.45880252
793	43.12852793	56.40855811
794	43.09896843	56.37180221
795	43.07122681	56.33801004
796	43.0513622	56.31117993
797	43.03104015	56.28409347
798	43.0088257	56.2549289
799	42.98338778	56.21760424
800	42.96554816	56.19764191
801	42.95076819	56.18030028
802	42.92871782	56.14496219
803	42.90797776	56.11155903
804	42.8822464	56.07202596
805	42.86510802	56.04614135
806	42.84410735	56.01745743
807	42.81159288	55.97058554
808	42.78850007	55.9404433
809	42.76274732	55.90468714
810	42.74038165	55.87407333
811	42.71395285	55.83847955
812	42.69491864	55.81833911
813	42.68291395	55.80037187
814	42.65445355	55.75999875
815	42.63385343	55.73198181
816	42.6079955	55.6933665
817	42.57843687	55.65279454
818	42.56216068	55.62955331
819	42.54491571	55.60763905
820	42.52662362	55.58409478
821	42.51028697	55.55997167
822	42.48974322	55.53411952
823	42.47255532	55.51250545
824	42.4441924	55.4744083
825	42.42067267	55.44125671
826	42.39568453	55.40310229
827	42.37113545	55.3687292
828	42.3488516	55.33860728
829	42.32706512	55.30031316
830	42.31632971	55.28644063
831	42.28455403	55.24321933
832	42.26074197	55.20954127
833	42.24246157	55.18778602
834	42.21917816	55.15621518
835	42.2079752	55.13967706
836	42.18593069	55.10933448
837	42.15917207	55.07339366
838	42.14348904	55.05559661
839	42.12135653	55.02391851
840	42.10441392	54.99939436
841	42.08112114	54.96785655
842	42.06339206	54.94499867
843	42.04455622	54.9205878
844	42.02015782	54.88397197
845	42.00763189	54.86686198
846	41.98543672	54.83766549
847	41.95265364	54.79384933
848	41.93126525	54.76548009
849	41.906843	54.73273965
850	41.89696212	54.71807374
851	41.88500578	54.70123147
852	41.86632464	54.67890683
853	41.84193239	54.6497485
854	41.82900913	54.63439153
855	41.81580052	54.61884777
856	41.79609255	54.59169662
857	41.78560549	54.5767781
858	41.76844048	54.554235
859	41.74997139	54.527818
860	41.73213127	54.5007039
861	41.71527531	54.48191525
862	41.69738725	54.45949471
863	41.68750605	54.44450599
864	41.67236281	54.42371405
865	41.65813534	54.40328362
866	41.63568181	54.37259386
867	41.61780582	54.34764444
868	41.59537272	54.31443161
869	41.58144488	54.2993276
870	41.56074977	54.27160697
871	41.53548653	54.2380821
872	41.51383381	54.21195776
873	41.49459928	54.18378608
874	41.48598438	54.17110567
875	41.47288276	54.15319706
876	41.45956622	54.13688825
877	41.42935114	54.0961958
878	41.40975192	54.06923668
879	41.3940349	54.04745113
880	41.37945202	54.02845893
881	41.36298492	54.00857061
882	41.34229958	53.98296885
883	41.31145429	53.9354382
884	41.28566073	53.90513661
885	41.27096123	53.88878059
886	41.25530363	53.86795721
887	41.23147127	53.83529118
888	41.20373287	53.79685776
889	41.18601412	53.77008878
890	41.17020899	53.74830669
891	41.15346848	53.72189476
892	41.13305146	53.6944544
893	41.11375554	53.6699186
894	41.09763829	53.6490521
895	41.0753031	53.62187254
896	41.04791273	53.58229776
897	41.0350137	53.56491203
898	41.01711872	53.54189993
899	40.99380881	53.50560304
900	40.97227759	53.47318136
901	40.95454	53.45069958
902	40.93617976	53.42527788
903	40.92674486	53.41140123
904	40.9089962	53.38593482
905	40.89965117	53.37243185
906	40.87252685	53.33287839
907	40.849043	53.30104184
908	40.81934022	53.25906575
909	40.80978161	53.24573647
910	40.79330682	53.22384535
911	40.77375698	53.19683541
912	40.75383216	53.16820179
913	40.74128568	53.14974624
914	40.7192846	53.11995781
915	40.6984607	53.09469258
916	40.67738494	53.06252218
917	40.65922328	53.04003826
918	40.64543699	53.02085896
919	40.62369712	52.9972149
920	40.60164136	52.96603603
921	40.59031285	52.95079298
922	40.56700481	52.91598771
923	40.55258733	52.89898841
924	40.53142008	52.86963773
925	40.51718392	52.84784753
926	40.50364139	52.82912985
927	40.48161208	52.79805419
928	40.46402659	52.77346806
929	40.44930529	52.75229075
930	40.43533755	52.73374367
931	40.41905639	52.71513243
932	40.3976786	52.68508745
933	40.38050834	52.6618938
934	40.35647887	52.62810765
935	40.34449527	52.61431992
936	40.31984759	52.57755728
937	40.30122995	52.55712056
938	40.28478988	52.53371988
939	40.27307961	52.51718564
940	40.25771854	52.49425949
941	40.24587429	52.47893808
942	40.22381449	52.44522306
943	40.2020131	52.41883873
944	40.18087422	52.38792786
945	40.15862572	52.35670864
946	40.14791645	52.34294682
947	40.13014195	52.31913738
948	40.11476909	52.29641579
949	40.09532965	52.26867642
950	40.0695601	52.23400245
951	40.06131254	52.22117
952	40.03558028	52.18598736
953	40.02032422	52.1670744
954	39.99369766	52.13627403
955	39.96047255	52.08956172
956	39.94548117	52.0700329
957	39.92740664	52.04192979
958	39.91559596	52.024331
959	39.90154818	52.00467847
960	39.88206476	51.97890868
961	39.84949601	51.93417131
962	39.83211647	51.90682734
963	39.81807606	51.88688083
964	39.78824118	51.84462757
965	39.77063697	51.8225949
966	39.75431469	51.79676311
967	39.73395498	51.76643224
968	39.71799841	51.74671104
969	39.70658428	51.72846466
970	39.69166404	51.70948787
971	39.67401122	51.68671491
972	39.66427887	51.67396972
973	39.65156069	51.65708344
974	39.63510761	51.63469682
975	39.6121531	51.60349685
976	39.59426811	51.58205714
977	39.57639697	51.55587128
978	39.56087296	51.53228028
979	39.53683482	51.49904077
980	39.51811131	51.47375394
981	39.50904194	51.46128278
982	39.48430467	51.42576427
983	39.47019258	51.40739347
984	39.46174382	51.39641008
985	39.44234521	51.36495495
986	39.42709525	51.34118804
987	39.41359174	51.32161383
988	39.39214171	51.29066268
989	39.37529563	51.26576439
990	39.36066553	51.24278328
991	39.33845989	51.21558146
992	39.32032212	51.19087249
993	39.30206424	51.16254637
994	39.28668742	51.13983262
995	39.27510165	51.12671377
996	39.25804217	51.10357357
997	39.2352291	51.07103379
998	39.21311097	51.03671607
999	39.2003649	51.01966772
1000	39.18304655	50.99524151
